Unnamed: 0,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,trans_num,unix_time,merch_lat,merch_long,age,hour,day,month,is_fraud
1294650,346243940647414,14,5,56.24,299,292,1,647,809,35,43076,39.8974,-82.4071,9051,42,1280582,1371753906,40.21636,-81.610212,42,18,5,6,0
353804,38057513087029,210,7,674.2127080811333,230,76,0,270,735,4,95148,37.3304,-121.7913,973849,216,1537100,1339718530,36.79615842509415,-121.90333588334391,28,12,4,6,1
113254,2227671554547514,573,7,65.87693542828742,18,223,0,705,153,9,33760,27.9004,-82.7152,172247,211,658254,1330916271,27.90939611926663,-83.31625734606297,46,2,1,3,1
65186,180017442990269,240,8,724.2384840524386,248,7,0,288,5,34,12222,42.6853,-73.8253,151022,129,732014,1328695576,42.92322604583918,-74.32740434569168,86,9,4,2,1
1162933,4981132848794,8,11,9.41,181,411,1,800,356,35,43985,40.0113,-80.9701,128,81,182373,1367283910,39.597666,-81.699608,79,1,3,4,0
437838,347073228412010,125,0,63.34,289,221,1,419,17,50,82711,44.6873,-104.4414,110,10,1500150,1342281943,44.188029,-103.720056,52,16,6,7,0
608811,4171397999167005,111,6,63.54,27,278,0,321,488,40,29661,35.0296,-82.5136,5648,304,834995,1347734851,34.245418,-83.091916,91,18,6,9,0
458093,4536996888716062208,62,9,1.3,258,288,1,784,253,32,87533,35.9866,-106.0654,18408,227,1081866,1342898736,35.740856,-105.216095,53,19,6,7,0
889983,6011581063717667,121,3,323.9245254540071,166,342,1,408,92,24,63533,40.1959,-92.4333,805,354,341581,1356302141,40.14453358626363,-92.84025000865736,55,1,0,12,1
662320,4128730454058057728,193,11,19.85,253,263,0,693,685,43,75858,31.3833,-95.0619,43,171,1605211,1349759160,31.19691,-96.058106,76,5,2,10,0
940529,4069975342931683,251,6,131.34,205,263,0,193,373,49,25526,38.4257,-81.9943,21902,439,535045,1357843753,37.572165000000005,-82.339822,45,18,4,1,0
376191,3567527758368741,73,4,382.4912443514917,10,436,0,144,785,43,76951,31.8351,-101.0017,1143,411,395480,1340403050,32.25588521799413,-100.4381724637578,63,21,5,6,1
290112,6597248210463122,506,2,54.16082045191493,211,480,1,620,887,12,50598,43.0261,-94.4064,912,324,1660943,1381184412,43.4469535391507,-93.5354787950159,57,0,2,10,1
673611,213113338379864,163,2,11.457526757366509,214,439,1,841,413,20,21087,39.4558,-76.4147,5451,408,1094521,1350181484,39.04994730330035,-76.12499434878018,64,1,0,10,1
1283463,3511378610369890,291,3,88.66,154,88,1,675,371,1,35811,34.7789,-86.5438,190178,462,880811,1371356798,33.966522,-86.288772,52,4,1,6,0
431488,4635330563105903,80,5,16.77,73,379,0,199,260,45,22046,38.8856,-77.1802,116155,68,1273528,1386185178,39.090061,-78.139729,42,19,4,12,0
267158,213161231269724,498,2,60.01,9,301,0,636,278,1,35901,34.048,-85.9246,67082,340,945057,1380350725,34.011914000000004,-85.39053100000001,62,6,0,9,0
264994,377993105397617,658,7,3.49,258,264,1,598,607,48,54154,44.8755,-88.1555,5548,299,642558,1380289115,45.563368,-87.24130600000001,50,13,6,9,0
1130046,213107169859697,297,9,5.06,238,129,0,787,901,44,84087,40.8874,-111.9027,13983,248,168274,1366000552,40.756572,-111.406499,46,4,2,4,0
329424,345060451158891,266,0,35.34,46,341,1,801,33,19,1330,42.5232,-72.811,1506,361,947594,1382724187,43.33016,-73.018935,65,18,6,10,0
1057389,567868110212,592,9,86.42,95,433,0,803,362,43,77007,29.7736,-95.4034,2906700,110,1468026,1363332395,29.998606,-95.103389,41,7,6,3,0
30074,4587577161160601,55,2,46.08,333,242,0,117,578,21,4555,44.0943,-69.4828,1643,196,1418094,1372638399,44.638781,-69.172074,49,0,2,7,0
30239,4586810168620942,483,12,1334.07,248,172,0,706,238,40,29438,32.5486,-80.307,2408,406,1741917,1326928816,31.615611,-79.702908,28,23,4,1,1
228398,348789608637806,360,2,42.33,238,307,0,544,357,29,68950,40.4542,-98.6538,331,459,126545,1378887806,40.358028,-97.901753,75,8,4,9,0
78783,4986925034905735,636,5,94.1,123,165,0,914,380,17,40336,37.6858,-83.9862,13061,142,169754,1329401922,37.671053,-84.801436,66,14,5,2,0
276532,3533800906065217,602,7,743.2544585884804,11,430,0,850,119,29,68932,40.2967,-98.737,493,443,1204260,1337219973,39.4273523968216,-98.8868457465849,85,23,3,5,1
163315,4003771737807706,467,11,974.124002475747,93,186,0,31,311,2,72059,35.1791,-91.2594,37,266,1092081,1332875032,35.139184266204815,-90.66279784094912,67,18,2,3,1
360461,502038091380,443,11,97.01,210,344,1,737,419,24,65680,36.6704,-93.0377,1201,154,1001593,1383911468,35.966074,-93.11356,45,11,6,11,0
486913,3501509250702469,623,8,193.89,128,7,1,58,561,9,34112,26.1184,-81.7361,276002,366,746635,1343795822,27.065362,-81.867672,46,4,3,8,0
327641,180042946491150,232,3,89.03,67,373,1,351,731,9,33710,27.7898,-82.7243,341043,165,1617190,1382663221,27.088674,-82.049474,36,1,6,10,0
510388,3551512895305309,283,1,48.73,123,7,0,394,703,17,42273,37.2048,-86.8592,443,131,704124,1344533228,36.531226,-86.871352,78,17,4,8,0
843203,6011438889172900,560,8,160.35,8,5,0,421,204,2,72042,34.2853,-91.3336,5161,147,1810538,1355477672,33.658003,-91.800623,32,9,5,12,0
437020,3521815216091574,32,12,126.14,348,261,1,171,226,5,80436,39.7532,-105.6356,565,295,1546848,1386305715,39.314621,-105.310313,47,4,6,12,0
880113,3517814635263522,682,9,4.38,351,61,1,448,829,49,24983,37.5802,-80.5248,2443,71,759681,1356166522,37.153089,-81.293873,84,8,6,12,0
